naics3,obs_count,all_mean,n1_49,n50_99,n100_249,n250_499,n500_999,n1000
311,944.0,1.0,0.8448696867370629,0.9143201888303674,1.0472667261854278,1.121709771527846,1.0,1.0
312,192.0,1.0,0.789917566647441,1.0,1.0,1.260870960753003,1.0,1.0
313,113.0,1.0,0.7052424104180491,1.0,1.111591870214133,1.1417786441052864,1.0,
314,57.0,1.0,1.0,1.0,1.0,1.0,1.0,
321,374.0,1.0,1.0,1.0,1.0,1.1795580720467984,1.0,
322,382.0,1.0,0.8886013779517258,1.0,1.0,1.1603457251391887,1.0,1.0
323,207.0,1.0,0.6979732099025178,0.8099124837129644,1.1071532933251849,1.1764754636625034,1.2957037660424995,
324,98.0,1.0,0.8252688122927383,1.1685916702447403,1.0,1.0,,1.0
325,561.0,1.0,0.9109360206480627,1.0,1.0,1.0936793995937149,1.0,1.2540620469589423
326,777.0,1.0,0.8790391993880365,1.0,1.0,1.1333648048764327,1.0,1.2699397071490093
327,296.0,1.0,0.8199342651202014,1.0,1.095166766336723,1.17792323145213,1.0,
331,503.0,1.0,0.7372666772478271,1.0,1.0921861054807334,1.172818956268532,1.0,1.0
332,1065.0,1.0,0.8330078504811196,0.9469719946202797,1.0648667792687407,1.1798187257323798,1.214755322728055,1.0
333,625.0,1.0,0.7637795912018599,0.9174837750832882,1.0,1.1262228854772467,1.2451674561333221,1.0
334,273.0,1.0,1.0,0.7555135661844673,1.0,1.13571128214904,1.304626102879378,1.0
335,223.0,1.0,0.7172637980813008,0.8253998269933646,1.0,1.0,1.0,1.0
336,630.0,1.0,0.7334171752355041,0.7829700435935553,1.0,1.1182738297318469,1.1782679035642178,1.179490901413283
337,203.0,1.0,1.0,1.0,1.0,1.0,1.2870951472657155,1.0
339,262.0,1.0,0.6850410174506741,1.0,1.0,1.127083671085166,1.0,1.0
